January - December 2019 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
TX-301,"Loving County",8.29,26,-3.22,11.51
TX-303,"Lubbock County",20.92,86,2.01,18.91
TX-305,"Lynn County",18.8,72,0.26,18.54
TX-307,"McCulloch County",20.3,26,-5.33,25.63
TX-309,"McLennan County",33.73,70,0.03,33.7
TX-311,"McMullen County",17.32,24,-6.56,23.88
TX-313,"Madison County",40.18,56,-1.19,41.37
TX-315,"Marion County",53.6,101,6.56,47.04
TX-317,"Martin County",15.9,62,-0.72,16.62
TX-319,"Mason County",20.76,24,-5.94,26.7
TX-321,"Matagorda County",44.18,77,1.9,42.28
TX-323,"Maverick County",10.98,6,-9.32,20.3
TX-325,"Medina County",17.59,12,-9.97,27.56
TX-327,"Menard County",18.86,22,-6.42,25.28
TX-329,"Midland County",15.34,69,-0.05,15.39
TX-331,"Milam County",36.33,70,1.41,34.92
TX-333,"Mills County",22.12,24,-5.95,28.07
TX-335,"Mitchell County",18.84,55,-1.66,20.5
TX-337,"Montague County",34.11,75,1.7,32.41
TX-339,"Montgomery County",46.99,70,1.09,45.9
TX-341,"Moore County",21.75,105,3.22,18.53
TX-343,"Morris County",52.33,101,6.43,45.9
TX-345,"Motley County",22.13,76,0.71,21.42
TX-347,"Nacogdoches County",47.44,66,-0.14,47.58
TX-349,"Navarro County",36.61,59,-1.01,37.62
TX-351,"Newton County",64.96,101,9.55,55.41
TX-353,"Nolan County",19.51,43,-3.52,23.03
TX-355,"Nueces County",20.89,22,-7.81,28.7
TX-357,"Ochiltree County",28.53,121,8.06,20.47
TX-359,"Oldham County",19.99,97,2.27,17.72
TX-361,"Orange County",77.59,121,22.69,54.9
TX-363,"Palo Pinto County",30.04,70,0.64,29.4
TX-365,"Panola County",49.66,83,2.0,47.66
TX-367,"Parker County",35.39,87,3.6,31.79
TX-369,"Parmer County",22.65,108,4.93,17.72
TX-371,"Pecos County",15.01,86,1.6,13.41
TX-373,"Polk County",53.05,80,3.31,49.74
TX-375,"Potter County",24.64,119,5.66,18.98
TX-377,"Presidio County",11.92,50,-1.4,13.32
TX-379,"Rains County",50.92,111,9.8,41.12
TX-381,"Randall County",23.74,106,4.1,19.64
TX-383,"Reagan County",17.25,61,-0.22,17.47
TX-385,"Real County",19.24,16,-7.79,27.03
TX-387,"Red River County",58.65,113,12.37,46.28
TX-389,"Reeves County",10.58,58,-0.9,11.48
TX-391,"Refugio County",27.99,33,-5.73,33.72
TX-393,"Roberts County",27.16,115,6.2,20.96
TX-395,"Robertson County",37.84,62,0.29,37.55
TX-397,"Rockwall County",44.25,96,5.21,39.04
TX-399,"Runnels County",21.93,55,-1.85,23.78
TX-401,"Rusk County",47.33,76,1.67,45.66
TX-403,"Sabine County",59.33,92,7.3,52.03
TX-405,"San Augustine County",57.22,93,6.57,50.65
TX-407,"San Jacinto County",49.1,72,1.35,47.75
TX-409,"San Patricio County",24.44,29,-6.15,30.59
TX-411,"San Saba County",20.43,18,-7.19,27.62
TX-413,"Schleicher County",19.02,43,-2.98,22
TX-415,"Scurry County",20.32,67,-0.22,20.54
TX-417,"Shackelford County",28.28,91,2.75,25.53
TX-419,"Shelby County",52.59,85,3.47,49.12
TX-421,"Sherman County",17.01,62,-0.81,17.82
TX-423,"Smith County",46.6,85,3.19,43.41
TX-425,"Somervell County",36.57,91,5.33,31.24
TX-427,"Starr County",20.54,73,0.4,20.14
TX-429,"Stephens County",29.25,81,2.45,26.8
TX-431,"Sterling County",17.8,51,-2.29,20.09
TX-433,"Stonewall County",25.38,88,3.09,22.29
TX-435,"Sutton County",16.89,26,-5.6,22.49
TX-437,"Swisher County",20.81,82,0.95,19.86
TX-439,"Tarrant County",36.47,82,2.96,33.51
TX-441,"Taylor County",23.14,56,-0.96,24.1
TX-443,"Terrell County",14.05,72,0.44,13.61
TX-445,"Terry County",15.37,47,-2.04,17.41
TX-447,"Throckmorton County",27.38,79,1.35,26.03
TX-449,"Titus County",52.09,103,6.94,45.15
TX-451,"Tom Green County",19.03,46,-2.87,21.9
TX-453,"Travis County",31.15,57,-1.59,32.74
TX-455,"Trinity County",43.18,49,-3.6,46.78
TX-457,"Tyler County",63.55,109,11.4,52.15
TX-459,"Upshur County",51.05,101,6.55,44.5
TX-461,"Upton County",15.21,69,0.19,15.02
TX-463,"Uvalde County",20.7,37,-4.73,25.43
TX-465,"Val Verde County",15.27,45,-2.75,18.02
TX-467,"Van Zandt County",45.9,90,4.58,41.32
TX-469,"Victoria County",27.87,26,-8.72,36.59
TX-471,"Walker County",41.55,54,-2.36,43.91
TX-473,"Waller County",38.46,52,-3.71,42.17
TX-475,"Ward County",9.77,45,-1.79,11.56
TX-477,"Washington County",37.32,57,-1.7,39.02
TX-479,"Webb County",13.51,10,-7.06,20.57
TX-481,"Wharton County",41.11,67,-0.39,41.5
TX-483,"Wheeler County",28.99,110,5.62,23.37
TX-485,"Wichita County",28.15,69,-0.01,28.16
TX-487,"Wilbarger County",26.24,76,0.25,25.99
TX-489,"Willacy County",26.71,79,1.68,25.03
TX-491,"Williamson County",31.97,60,-1.04,33.01
TX-493,"Wilson County",21.47,19,-8.37,29.84
TX-495,"Winkler County",9.89,39,-2.48,12.37
TX-497,"Wise County",32.87,66,0.59,32.28
TX-499,"Wood County",51.81,109,9.39,42.42
TX-501,"Yoakum County",15.07,48,-1.72,16.79
TX-503,"Young County",29.48,79,1.78,27.7
TX-505,"Zapata County",16.52,47,-2.37,18.89
TX-507,"Zavala County",13.45,7,-8.72,22.17
UT-001,"Beaver County",16.02,117,3.42,12.6
UT-003,"Box Elder County",15.5,117,3.48,12.02
UT-005,"Cache County",34.39,114,6.46,27.93
UT-007,"Carbon County",17.73,109,2.99,14.74
UT-009,"Daggett County",19.39,120,4.28,15.11
UT-011,"Davis County",32.64,122,7.31,25.33
UT-013,"Duchesne County",21.49,113,3.73,17.76
UT-015,"Emery County",10.11,83,0.7,9.41
UT-017,"Garfield County",16.89,118,3.85,13.04
UT-019,"Grand County",13.6,97,1.68,11.92
UT-021,"Iron County",20.09,123,5.51,14.58
UT-023,"Juab County",15.95,123,4.23,11.72
UT-025,"Kane County",16.38,117,4.21,12.17
UT-027,"Millard County",12.46,112,2.59,9.87
UT-029,"Morgan County",31.45,113,5.43,26.02
UT-031,"Piute County",23.26,124,6.27,16.99
UT-033,"Rich County",18.56,95,1.86,16.7
UT-035,"Salt Lake County",28.08,119,5.98,22.1
UT-037,"San Juan County",11.79,92,1.1,10.69
UT-039,"Sanpete County",21.47,92,1.94,19.53
UT-041,"Sevier County",18.91,100,2.58,16.33
UT-043,"Summit County",31.88,114,5.0,26.88
UT-045,"Tooele County",14.61,124,4.38,10.23
UT-047,"Uintah County",14.43,109,2.24,12.19
UT-049,"Utah County",23.88,118,4.82,19.06
UT-051,"Wasatch County",29.76,110,4.69,25.07
UT-053,"Washington County",24.03,126,8.89,15.14
UT-055,"Wayne County",10.62,95,1.38,9.24
UT-057,"Weber County",33.81,117,6.96,26.85
VT-001,"Addison County",50.48,123,12.21,38.27
VT-003,"Bennington County",52.82,108,7.17,45.65
VT-005,"Caledonia County",52.17,120,11.77,40.4
VT-007,"Chittenden County",46.47,113,8.15,38.32
VT-009,"Essex County",51.51,119,9.58,41.93
VT-011,"Franklin County",49.21,116,7.47,41.74
VT-013,"Grand Isle County",41.0,108,6.3,34.7
VT-015,"Lamoille County",51.63,113,8.04,43.59
VT-017,"Orange County",51.24,120,11.87,39.37
VT-019,"Orleans County",54.35,120,10.8,43.55
VT-021,"Rutland County",51.12,118,9.97,41.15
VT-023,"Washington County",53.93,121,13.44,40.49
VT-025,"Windham County",52.88,102,6.7,46.18
VT-027,"Windsor County",49.78,114,7.86,41.92
VA-001,"Accomack County",45.89,93,4.09,41.8
VA-003,"Albemarle County",43.66,75,1.17,42.49
VA-005,"Alleghany County",43.63,95,3.6,40.03
VA-007,"Amelia County",40.27,40,-2.83,43.1
VA-009,"Amherst County",51.14,107,6.48,44.66
VA-011,"Appomattox County",43.23,72,1.16,42.07
VA-013,"Arlington County",44.36,88,2.7,41.66
VA-015,"Augusta County",41.79,78,1.64,40.15
VA-017,"Bath County",45.43,94,3.79,41.64
VA-019,"Bedford County",46.97,92,3.55,43.42
VA-021,"Bland County",43.96,84,2.93,41.03
VA-023,"Botetourt County",45.04,91,3.62,41.42
VA-025,"Brunswick County",47.42,84,3.12,44.3
VA-027,"Buchanan County",51.08,109,6.41,44.67
VA-029,"Buckingham County",39.74,40,-2.76,42.5
VA-031,"Campbell County",44.72,86,2.66,42.06
VA-033,"Caroline County",44.71,77,2.01,42.7
VA-035,"Carroll County",52.58,108,6.81,45.77
VA-036,"Charles City County",47.02,86,3.4,43.62
VA-037,"Charlotte County",47.32,103,4.83,42.49
VA-041,"Chesterfield County",42.52,59,-0.67,43.19
VA-043,"Clarke County",41.38,94,3.4,37.98
VA-045,"Craig County",46.08,105,4.99,41.09
VA-047,"Culpeper County",39.9,61,-0.8,40.7
VA-049,"Cumberland County",39.98,37,-2.79,42.77
VA-051,"Dickenson County",52.08,116,8.14,43.94
VA-053,"Dinwiddie County",46.98,83,3.32,43.66
VA-057,"Essex County",43.58,66,0.5,43.08
VA-059,"Fairfax County",42.83,80,1.82,41.01
VA-061,"Fauquier County",40.59,72,0.43,40.16
VA-063,"Floyd County",48.28,91,3.25,45.03
VA-065,"Fluvanna County",42.19,65,-0.16,42.35
VA-067,"Franklin County",48.67,105,5.32,43.35
VA-069,"Frederick County",39.15,82,2.25,36.9
VA-071,"Giles County",42.09,80,1.34,40.75
VA-073,"Gloucester County",46.96,85,2.81,44.15
VA-075,"Goochland County",40.41,46,-2.36,42.77
VA-077,"Grayson County",52.14,114,6.66,45.48
VA-079,"Greene County",43.75,73,0.98,42.77
VA-081,"Greensville County",50.77,102,6.03,44.74
VA-083,"Halifax County",45.71,86,2.69,43.02
VA-085,"Hanover County",42.89,60,-0.17,43.06
VA-087,"Henrico County",43.5,67,0.36,43.14
VA-089,"Henry County",50.53,105,5.5,45.03
VA-091,"Highland County",45.62,81,1.84,43.78
VA-093,"Isle of Wight County",51.65,104,5.56,46.09
VA-095,"James City County",48.32,89,3.91,44.41
VA-097,"King and Queen County",45.64,83,1.92,43.72
VA-099,"King George County",41.97,64,0.1,41.87
VA-101,"King William County",45.47,79,1.97,43.5
VA-103,"Lancaster County",44.92,80,1.32,43.6
VA-105,"Lee County",62.99,123,12.75,50.24
VA-107,"Loudoun County",42.36,87,2.3,40.06
VA-109,"Louisa County",39.92,43,-2.89,42.81
VA-111,"Lunenburg County",46.82,88,3.65,43.17
VA-113,"Madison County",41.82,70,-0.03,41.85
VA-115,"Mathews County",46.37,86,2.67,43.7
VA-117,"Mecklenburg County",46.07,80,2.34,43.73
VA-119,"Middlesex County",45.94,85,2.13,43.81
VA-121,"Montgomery County",41.5,73,1.26,40.24
VA-125,"Nelson County",47.28,89,3.0,44.28
VA-127,"New Kent County",46.23,83,2.37,43.86
VA-131,"Northampton County",45.06,85,2.76,42.3
VA-133,"Northumberland County",41.59,55,-1.42,43.01
VA-135,"Nottoway County",42.67,60,-0.55,43.22
VA-137,"Orange County",38.38,39,-3.57,41.95
VA-139,"Page County",39.83,66,0.34,39.49
VA-141,"Patrick County",53.46,89,3.94,49.52
VA-143,"Pittsylvania County",48.26,104,5.18,43.08
VA-145,"Powhatan County",39.82,39,-3.04,42.86
VA-147,"Prince Edward County",43.5,71,0.87,42.63
VA-149,"Prince George County",49.67,101,6.08,43.59
VA-153,"Prince William County",39.53,58,-1.01,40.54
VA-155,"Pulaski County",42.84,93,3.18,39.66
VA-157,"Rappahannock County",41.17,79,1.77,39.4
VA-159,"Richmond County",42.03,56,-1.05,43.08
VA-161,"Roanoke County",44.45,83,2.69,41.76
VA-163,"Rockbridge County",47.96,111,6.55,41.41
VA-165,"Rockingham County",39.87,69,0.81,39.06
VA-167,"Russell County",51.88,113,7.36,44.52
VA-169,"Scott County",60.71,127,13.72,46.99
VA-171,"Shenandoah County",36.05,57,-0.18,36.23
VA-173,"Smyth County",51.79,116,6.95,44.84
VA-175,"Southampton County",53.5,115,7.35,46.15
VA-177,"Spotsylvania County",42.13,61,-0.31,42.44
VA-179,"Stafford County",39.57,49,-1.78,41.35
VA-181,"Surry County",52.65,109,8.09,44.56
VA-183,"Sussex County",54.43,119,9.82,44.61
VA-185,"Tazewell County",49.03,93,3.78,45.25
VA-187,"Warren County",38.57,80,1.62,36.95
VA-191,"Washington County",54.42,118,9.76,44.66
VA-193,"Westmoreland County",40.68,48,-1.75,42.43
VA-195,"Wise County",56.72,119,9.27,47.45
VA-197,"Wythe County",44.83,99,4.66,40.17
VA-199,"York County",47.24,87,2.77,44.47
VA-510,"Alexandria City",44.0,86,2.58,41.42
VA-520,"Bristol City",57.62,125,13.15,44.47
VA-530,"Buena Vista City",48.43,109,6.83,41.6
VA-540,"Charlottesville City",44.19,75,1.26,42.93
VA-550,"Chesapeake City",49.14,80,2.53,46.61
VA-570,"Colonial Heights City",45.13,77,2.08,43.05
VA-580,"Covington City",41.35,86,2.81,38.54
VA-590,"Danville City",46.52,89,3.48,43.04
VA-595,"Emporia City",51.54,106,6.87,44.67
VA-600,"Fairfax City",44.18,88,2.9,41.28
VA-610,"Falls Church City",44.65,90,2.83,41.82
VA-620,"Franklin City",53.42,106,6.37,47.05
VA-630,"Fredericksburg City",41.31,63,-0.45,41.76
VA-640,"Galax City",50.41,108,6.13,44.28
VA-650,"Hampton City",46.39,77,2.0,44.39
VA-660,"Harrisonburg City",38.08,66,0.32,37.76
VA-670,"Hopewell City",45.37,82,2.15,43.22
VA-680,"Lynchburg City",45.58,90,3.18,42.4
VA-683,"Manassas City",40.57,70,0.5,40.07
VA-685,"Manassas Park City",41.24,71,0.93,40.31
VA-690,"Martinsville City",51.05,107,6.28,44.77
VA-700,"Newport News City",47.74,83,2.79,44.95
VA-710,"Norfolk City",46.46,77,1.47,44.99
VA-720,"Norton City",56.69,121,9.81,46.88
VA-730,"Petersburg City",46.89,86,3.56,43.33
VA-735,"Poquoson City",46.12,79,2.21,43.91
VA-740,"Portsmouth City",47.3,77,1.59,45.71
VA-750,"Radford City",40.65,78,1.46,39.19
VA-760,"Richmond City",43.11,66,0.05,43.06
VA-770,"Roanoke City",43.56,84,2.39,41.17
VA-775,"Salem City",42.95,80,2.04,40.91
VA-790,"Staunton City",37.83,69,0.42,37.41
VA-800,"Suffolk City",49.91,81,2.64,47.27
VA-810,"Virginia Beach City",48.87,88,3.56,45.31
VA-820,"Waynesboro City",41.07,80,1.78,39.29
VA-830,"Williamsburg City",48.06,89,3.42,44.64
VA-840,"Winchester City",40.07,81,2.72,37.35
WA-001,"Adams County",10.2,49,-0.63,10.83
WA-003,"Asotin County",16.34,51,-0.89,17.23
WA-005,"Benton County",8.12,70,-0.03,8.15
WA-007,"Chelan County",29.57,17,-7.52,37.09
WA-009,"Clallam County",70.51,14,-17.41,87.92
WA-011,"Clark County",49.35,7,-16.35,65.7
WA-013,"Columbia County",23.46,32,-3.33,26.79
WA-015,"Cowlitz County",57.56,7,-18.88,76.44
WA-017,"Douglas County",10.52,52,-0.86,11.38
WA-019,"Ferry County",17.47,48,-1.46,18.93
WA-021,"Franklin County",9.12,68,0.01,9.11
WA-023,"Garfield County",17.72,39,-1.78,19.5
WA-025,"Grant County",7.0,36,-1.27,8.27
WA-027,"Grays Harbor County",63.96,2,-31.12,95.08
WA-029,"Island County",20.34,10,-5.66,26
WA-031,"Jefferson County",79.74,7,-27.6,107.34
WA-033,"King County",58.86,16,-13.91,72.77
WA-035,"Kitsap County",32.53,14,-9.55,42.08
WA-037,"Kittitas County",25.65,14,-7.44,33.09
WA-039,"Klickitat County",19.22,33,-3.24,22.46
WA-041,"Lewis County",53.51,8,-18.44,71.95
WA-043,"Lincoln County",10.78,27,-2.2,12.98
WA-045,"Mason County",62.03,7,-26.04,88.07
WA-047,"Okanogan County",19.51,27,-3.07,22.58
WA-049,"Pacific County",58.81,3,-30.79,89.6
WA-051,"Pend Oreille County",26.53,11,-7.4,33.93
WA-053,"Pierce County",51.29,14,-12.23,63.52
WA-055,"San Juan County",21.71,9,-6.66,28.37
WA-057,"Skagit County",60.13,11,-16.18,76.31
WA-059,"Skamania County",66.68,8,-23.93,90.61
WA-061,"Snohomish County",63.23,9,-17.76,80.99
WA-063,"Spokane County",18.25,39,-1.78,20.03
WA-065,"Stevens County",18.84,23,-3.79,22.63
WA-067,"Thurston County",34.99,5,-15.52,50.51
WA-069,"Wahkiakum County",56.7,3,-26.21,82.91
WA-071,"Walla Walla County",14.27,53,-0.44,14.71
WA-073,"Whatcom County",56.25,14,-11.96,68.21
WA-075,"Whitman County",14.9,27,-2.4,17.3
WA-077,"Yakima County",22.84,35,-3.24,26.08
WV-001,"Barbour County",49.67,80,2.03,47.64
WV-003,"Berkeley County",41.98,104,4.25,37.73
WV-005,"Boone County",49.3,87,3.34,45.96
WV-007,"Braxton County",48.04,73,1.34,46.7
WV-009,"Brooke County",45.8,111,6.31,39.49
WV-011,"Cabell County",49.76,112,7.21,42.55
WV-013,"Calhoun County",45.49,69,0.53,44.96
WV-015,"Clay County",45.6,61,-0.7,46.3
WV-017,"Doddridge County",49.95,94,4.57,45.38
WV-019,"Fayette County",46.81,66,0.01,46.8
WV-021,"Gilmer County",46.17,66,0.31,45.86
WV-023,"Grant County",42.22,101,3.99,38.23
WV-025,"Greenbrier County",48.02,94,3.57,44.45
WV-027,"Hampshire County",36.93,71,0.45,36.48
WV-029,"Hancock County",54.36,126,16.14,38.22
WV-031,"Hardy County",37.78,63,0.25,37.53
WV-033,"Harrison County",46.12,77,1.65,44.47
WV-035,"Jackson County",46.87,92,4.25,42.62
WV-037,"Jefferson County",44.18,110,5.55,38.63
WV-039,"Kanawha County",47.09,81,2.14,44.95
WV-041,"Lewis County",48.44,75,1.31,47.13
WV-043,"Lincoln County",49.53,105,5.46,44.07
WV-045,"Logan County",51.33,101,5.06,46.27
WV-047,"McDowell County",47.54,92,3.04,44.5
WV-049,"Marion County",45.17,78,1.39,43.78
WV-051,"Marshall County",52.84,121,10.02,42.82
WV-053,"Mason County",47.81,108,6.28,41.53
WV-055,"Mercer County",43.43,86,2.23,41.2
WV-057,"Mineral County",37.16,79,1.04,36.12
WV-059,"Mingo County",53.19,113,7.78,45.41
WV-061,"Monongalia County",47.65,98,4.07,43.58
WV-063,"Monroe County",45.4,102,4.87,40.53
WV-065,"Morgan County",39.28,85,2.13,37.15
WV-067,"Nicholas County",49.15,66,-0.01,49.16
WV-069,"Ohio County",47.42,113,6.68,40.74
WV-071,"Pendleton County",42.69,91,3.46,39.23
WV-073,"Pleasants County",50.3,112,7.27,43.03
WV-075,"Pocahontas County",50.51,81,1.54,48.97
WV-077,"Preston County",56.17,111,6.96,49.21
WV-079,"Putnam County",46.19,94,3.06,43.13
WV-081,"Raleigh County",48.31,90,2.95,45.36
WV-083,"Randolph County",57.36,93,3.72,53.64
WV-085,"Ritchie County",49.52,99,5.1,44.42
WV-087,"Roane County",45.36,74,1.33,44.03
WV-089,"Summers County",44.85,99,4.47,40.38
WV-091,"Taylor County",46.96,81,2.04,44.92
WV-093,"Tucker County",59.37,113,8.78,50.59
WV-095,"Tyler County",51.71,114,7.74,43.97
WV-097,"Upshur County",50.82,63,-0.56,51.38
WV-099,"Wayne County",53.84,119,10.03,43.81
WV-101,"Webster County",57.8,91,3.14,54.66
WV-103,"Wetzel County",51.48,108,6.61,44.87
WV-105,"Wirt County",49.2,100,5.81,43.39
WV-107,"Wood County",49.94,115,8.43,41.51
WV-109,"Wyoming County",49.18,87,2.53,46.65
WI-001,"Adams County",45.78,127,14.28,31.5
WI-003,"Ashland County",39.61,118,7.77,31.84
WI-005,"Barron County",43.21,126,12.07,31.14
WI-007,"Bayfield County",35.38,111,5.31,30.07
WI-009,"Brown County",47.8,128,17.93,29.87
WI-011,"Buffalo County",48.8,128,17.65,31.15
WI-013,"Burnett County",41.18,127,11.51,29.67
WI-015,"Calumet County",45.35,128,15.2,30.15
WI-017,"Chippewa County",41.59,124,9.55,32.04
WI-019,"Clark County",47.14,128,15.37,31.77
WI-021,"Columbia County",45.52,127,14.35,31.17
WI-023,"Crawford County",52.82,128,20.03,32.79
WI-025,"Dane County",45.72,127,13.3,32.42
WI-027,"Dodge County",45.71,127,14.8,30.91
WI-029,"Door County",46.21,128,16.5,29.71
WI-031,"Douglas County",37.19,119,7.59,29.6
WI-033,"Dunn County",43.97,127,12.83,31.14
WI-035,"Eau Claire County",45.23,127,13.37,31.86
WI-037,"Florence County",36.75,123,7.32,29.43
WI-039,"Fond du Lac County",43.7,128,13.3,30.4
WI-041,"Forest County",42.22,128,11.77,30.45
WI-043,"Grant County",52.96,128,20.05,32.91
WI-045,"Green County",48.67,127,15.07,33.6
WI-047,"Green Lake County",43.8,127,12.97,30.83
WI-049,"Iowa County",50.33,128,17.64,32.69
WI-051,"Iron County",41.42,118,8.42,33
WI-053,"Jackson County",48.4,128,16.72,31.68
WI-055,"Jefferson County",42.2,123,10.21,31.99
WI-057,"Juneau County",45.14,126,13.49,31.65
WI-059,"Kenosha County",49.03,128,16.73,32.3
WI-061,"Kewaunee County",44.82,128,15.01,29.81
WI-063,"La Crosse County",47.62,128,15.93,31.69
WI-065,"Lafayette County",51.41,127,17.75,33.66
WI-067,"Langlade County",42.91,128,11.23,31.68
WI-069,"Lincoln County",41.99,127,10.72,31.27
WI-071,"Manitowoc County",43.16,128,13.16,30
WI-073,"Marathon County",46.07,128,14.62,31.45
WI-075,"Marinette County",44.18,128,14.87,29.31
WI-077,"Marquette County",44.04,126,13.2,30.84
WI-078,"Menominee County",47.19,128,16.22,30.97
WI-079,"Milwaukee County",43.05,127,12.0,31.05
WI-081,"Monroe County",45.56,126,13.49,32.07
WI-083,"Oconto County",48.47,128,18.63,29.84
WI-085,"Oneida County",42.21,127,11.31,30.9
WI-087,"Outagamie County",47.98,128,17.57,30.41
WI-089,"Ozaukee County",38.53,123,8.15,30.38
WI-091,"Pepin County",47.89,128,17.15,30.74
WI-093,"Pierce County",42.93,127,12.33,30.6
WI-095,"Polk County",43.89,127,13.65,30.24
WI-097,"Portage County",45.28,127,13.81,31.47
WI-099,"Price County",39.69,117,7.43,32.26
WI-101,"Racine County",47.58,128,15.68,31.9
WI-103,"Richland County",49.01,128,16.72,32.29
WI-105,"Rock County",48.37,126,15.31,33.06
WI-107,"Rusk County",40.46,118,8.88,31.58
WI-109,"St. Croix County",42.54,126,12.15,30.39
WI-111,"Sauk County",47.78,127,15.78,32
WI-113,"Sawyer County",43.6,126,12.51,31.09
WI-115,"Shawano County",48.45,128,17.51,30.94
WI-117,"Sheboygan County",40.32,128,10.19,30.13
WI-119,"Taylor County",44.16,127,12.0,32.16
WI-121,"Trempealeau County",48.39,128,16.82,31.57
WI-123,"Vernon County",48.38,126,15.59,32.79
WI-125,"Vilas County",43.24,127,11.5,31.74
WI-127,"Walworth County",49.79,128,16.39,33.4
WI-129,"Washburn County",41.68,125,11.48,30.2
WI-131,"Washington County",42.64,127,11.61,31.03
WI-133,"Waukesha County",42.34,124,10.45,31.89
WI-135,"Waupaca County",44.99,128,14.07,30.92
WI-137,"Waushara County",43.84,128,12.52,31.32
WI-139,"Winnebago County",44.16,128,13.97,30.19
WI-141,"Wood County",45.12,127,13.93,31.19
WY-001,"Albany County",14.89,65,-0.22,15.11
WY-003,"Big Horn County",16.56,112,3.07,13.49
WY-005,"Campbell County",20.29,126,6.25,14.04
WY-007,"Carbon County",16.31,80,0.33,15.98
WY-009,"Converse County",15.38,86,0.96,14.42
WY-011,"Crook County",25.04,124,7.66,17.38
WY-013,"Fremont County",16.56,102,1.92,14.64
WY-015,"Goshen County",17.38,104,2.59,14.79
WY-017,"Hot Springs County",17.15,117,3.89,13.26
WY-019,"Johnson County",18.49,113,3.22,15.27
WY-021,"Laramie County",18.19,100,2.43,15.76
WY-023,"Lincoln County",21.7,92,1.9,19.8
WY-025,"Natrona County",14.94,110,2.47,12.47
WY-027,"Niobrara County",18.94,113,3.74,15.2
WY-029,"Park County",25.88,111,4.09,21.79
WY-031,"Platte County",15.77,89,1.53,14.24
WY-033,"Sheridan County",21.53,97,2.16,19.37
WY-035,"Sublette County",18.5,63,-0.38,18.88
WY-037,"Sweetwater County",10.76,98,1.33,9.43
WY-039,"Teton County",36.87,90,2.36,34.51
WY-041,"Uinta County",14.66,107,1.97,12.69
WY-043,"Washakie County",16.55,120,4.32,12.23
WY-045,"Weston County",19.42,121,4.7,14.72
AK-013,"Aleutians East Borough",57.84,89,9.97,47.87
AK-016,"Aleutians West Census Area",65.34,61,1.08,64.26
AK-020,"Anchorage Municipality",64.68,34,-3.27,67.95
AK-050,"Bethel Census Area",28.47,98,7.36,21.11
AK-060,"Bristol Bay Borough",25.36,86,4.53,20.83
AK-063,"Chugach Census Area",133.91,13,-28.0,161.91
AK-066,"Copper River Census Area",40.32,28,-3.43,43.75
AK-068,"Denali Borough",27.52,86,4.12,23.4
AK-070,"Dillingham Census Area",45.25,98,11.96,33.29
AK-090,"Fairbanks North Star Borough",20.34,88,4.39,15.95
AK-100,"Haines Borough",77.15,24,-9.22,86.37
AK-105,"Hoonah-Angoon Census Area",120.68,20,-14.77,135.45
AK-110,"Juneau City and Borough",150.36,21,-16.55,166.91
AK-122,"Kenai Peninsula Borough",65.01,66,3.41,61.6
AK-130,"Ketchikan Gateway Borough",147.64,34,-7.01,154.65
AK-150,"Kodiak Island Borough",69.18,70,6.48,62.7
AK-158,"Kusilvak Census Area",27.72,96,8.74,18.98
AK-164,"Lake and Peninsula Borough",43.91,91,8.62,35.29
AK-170,"Matanuska-Susitna Borough",34.93,44,-1.31,36.24
AK-180,"Nome Census Area",19.0,82,2.89,16.11
AK-185,"North Slope Borough",14.11,93,3.2,10.91
AK-188,"Northwest Arctic Borough",15.72,59,0.73,14.99
AK-195,"Petersburg Borough",162.48,20,-17.0,179.48
AK-198,"Prince of Wales-Hyder Census Area",98.05,7,-19.14,117.19
AK-220,"Sitka City and Borough",137.7,19,-16.65,154.35
AK-230,"Skagway Municipality",68.02,27,-8.62,76.64
AK-240,"Southeast Fairbanks Census Area",20.82,77,2.98,17.84
AK-275,"Wrangell City and Borough",125.3,13,-15.81,141.11
AK-282,"Yakutat City and Borough",156.8,4,-45.79,202.59
AK-290,"Yukon-Koyukuk Census Area",18.41,87,3.06,15.35
